unit_id,timestamp_ms,iso_time,seq,roll_deg,pitch_deg,yaw_deg,mag_hdg,lat,lon,sog_mps,heading_deg,mag_x,mag_y,mag_z,ble1_roll,ble1_pitch,ble1_yaw,ble2_roll,ble2_pitch,ble2_yaw,ble3_roll,ble3_pitch,ble3_yaw,rudder_angle,boom_angle,torso_angle
RED,1096090,,4976,-1.47,-0.28,102.65,102.65,,,0.00,,-146.712,-149.422,4.756,179.75,-0.33,114.55,178.94,5.77,106.93,,,,11.90,4.28,
RED,1096264,,4977,-1.44,-0.27,102.65,102.65,,,0.00,,-140.715,-134.428,34.744,179.75,-0.33,114.55,178.94,5.77,106.93,,,,11.90,4.28,
RED,1096440,,4978,-1.45,-0.26,102.65,102.65,,,0.00,,-164.705,-143.424,28.746,179.76,-0.32,114.55,178.95,5.77,106.93,,,,11.90,4.28,
RED,1096621,2026-02-11T10:46:56Z,4979,-1.45,-0.30,102.65,102.65,28.867701,-13.833221,0.00,,-161.706,-164.416,10.753,179.76,-0.32,114.56,178.95,5.75,106.94,,,,11.91,4.28,
RED,1096808,,4980,-1.42,-0.31,102.65,102.65,,,0.00,,-155.709,-140.425,46.739,179.74,-0.33,114.55,178.95,5.76,106.95,,,,11.90,4.30,
RED,1096988,,4981,-1.45,-0.30,102.65,102.65,,,0.00,,-143.714,-161.417,-1.242,179.75,-0.33,114.55,178.96,5.77,106.95,,,,11.90,4.30,
RED,1097167,,4982,-1.48,-0.31,102.63,102.63,,,0.00,,-170.703,-98.442,40.741,179.75,-0.33,114.55,178.95,5.76,106.95,,,,11.92,4.32,
RED,1097334,,4983,-1.50,-0.32,102.63,102.63,,,0.00,,-143.714,-113.436,25.747,179.75,-0.33,114.55,178.96,5.76,106.95,,,,11.92,4.33,
RED,1097506,,4984,-1.50,-0.34,102.63,102.63,,,0.00,,-137.716,-158.418,19.750,179.74,-0.32,114.56,178.95,5.76,106.96,,,,11.93,4.33,
RED,1097696,2026-02-11T10:46:57Z,4985,-1.49,-0.35,102.63,102.63,28.867701,-13.833221,0.00,,-155.709,-125.431,40.741,179.75,-0.32,114.56,178.95,5.75,106.96,,,,11.93,4.33,
RED,1097869,,4986,-1.47,-0.33,102.63,102.63,,,0.00,,-155.709,-143.424,-1.242,179.76,-0.33,114.56,178.94,5.75,106.96,,,,11.93,4.33,
RED,1098052,,4987,-1.45,-0.30,102.64,102.64,,,0.00,,-170.703,-131.429,16.751,179.75,-0.33,114.56,178.95,5.75,106.96,,,,11.92,4.32,
RED,1098224,,4988,-1.45,-0.29,102.66,102.66,,,0.00,,-167.704,-143.424,4.756,179.76,-0.33,114.57,178.95,5.75,106.96,,,,11.90,4.30,
RED,1098399,,4989,-1.49,-0.29,102.66,102.66,,,0.00,,-146.712,-140.425,1.757,179.76,-0.33,114.57,178.95,5.76,106.96,,,,11.91,4.30,
RED,1098569,,4990,-1.49,-0.31,102.67,102.67,,,0.00,,-167.704,-152.420,10.753,179.76,-0.33,114.57,178.95,5.75,106.96,,,,11.90,4.29,
RED,1098760,2026-02-11T10:46:58Z,4991,-1.48,-0.31,102.67,102.67,28.867701,-13.833221,0.00,,-176.700,-113.436,61.733,179.77,-0.33,114.57,178.95,5.74,106.96,,,,11.90,4.29,
RED,1098933,,4992,-1.49,-0.30,102.67,102.67,,,0.00,,-149.711,-152.420,-13.237,179.77,-0.33,114.58,178.95,5.74,106.96,,,,11.90,4.29,
RED,1099109,,4993,-1.48,-0.29,102.68,102.68,,,0.00,,-167.704,-164.416,64.731,179.77,-0.33,114.58,178.95,5.74,106.96,,,,11.90,4.28,
RED,1099283,,4994,-1.48,-0.29,102.68,102.68,,,0.00,,-161.706,-158.418,16.751,179.77,-0.33,114.59,178.95,5.73,106.96,,,,11.91,4.28,
RED,1099451,,4995,-1.47,-0.30,102.68,102.68,,,0.00,,-140.715,-110.438,22.748,179.77,-0.33,114.60,178.95,5.73,106.96,,,,11.92,4.28,
RED,1099636,2026-02-11T10:46:59Z,4996,-1.50,-0.31,102.68,102.68,28.867701,-13.833221,0.00,,-149.711,-113.436,-7.239,179.77,-0.33,114.61,178.95,5.74,106.96,,,,11.93,4.28,
RED,1099810,,4997,-1.54,-0.33,102.68,102.68,,,0.00,,-155.709,-146.423,40.741,179.75,-0.34,114.60,178.96,5.75,106.96,,,,11.92,4.28,
RED,1099998,,4998,-1.52,-0.34,102.68,102.68,,,0.00,,-155.709,-119.434,31.745,179.75,-0.34,114.60,178.95,5.75,106.96,,,,11.92,4.28,
RED,1100170,,4999,-1.53,-0.35,102.69,102.69,,,0.00,,-170.703,-158.418,-28.231,179.76,-0.33,114.59,178.95,5.75,106.96,,,,11.90,4.27,
RED,1100345,,5000,-1.51,-0.35,102.69,102.69,,,0.00,,-176.700,-128.430,70.729,179.75,-0.33,114.57,178.95,5.74,106.96,,,,11.88,4.27,
RED,1100527,,5001,-1.49,-0.33,102.69,102.69,,,0.00,,-143.714,-143.424,40.741,179.75,-0.32,114.56,178.95,5.74,106.96,,,,11.87,4.27,
RED,1100707,2026-02-11T10:47:00Z,5002,-1.49,-0.31,102.70,102.70,28.867701,-13.833221,0.00,,-164.705,-143.424,1.757,179.75,-0.32,114.55,178.95,5.74,106.96,,,,11.85,4.26,
RED,1100888,,5003,-1.45,-0.30,102.70,102.70,,,0.00,,-146.712,-164.416,25.747,179.76,-0.32,114.55,178.96,5.75,106.96,,,,11.85,4.26,
RED,1101061,,5004,-1.42,-0.30,102.71,102.71,,,0.00,,-164.705,-143.424,46.739,179.76,-0.33,114.53,178.95,5.74,106.96,,,,11.82,4.25,
RED,1101240,,5005,-1.38,-0.30,102.72,102.72,,,0.00,,-185.697,-113.436,25.747,179.76,-0.33,114.53,178.95,5.74,106.96,,,,11.81,4.24,
RED,1101415,,5006,-1.39,-0.30,102.73,102.73,,,0.00,,-155.709,-146.423,40.741,179.75,-0.34,114.53,178.95,5.74,106.96,,,,11.80,4.23,
RED,1101591,,5007,-1.41,-0.32,102.74,102.74,,,0.00,,-158.708,-119.434,46.739,179.76,-0.34,114.53,178.95,5.74,106.96,,,,11.79,4.22,
RED,1101771,2026-02-11T10:47:01Z,5008,-1.44,-0.31,102.75,102.75,28.867701,-13.833221,0.00,,-164.705,-152.420,-4.241,179.77,-0.33,114.53,178.96,5.75,106.96,,,,11.78,4.21,
RED,1101952,,5009,-1.46,-0.31,102.75,102.75,,,0.00,,-158.708,-125.431,19.750,179.76,-0.33,114.55,178.95,5.75,106.96,,,,11.78,4.21,
RED,1102128,,5010,-1.43,-0.33,102.75,102.75,,,0.00,,-164.705,-137.427,34.744,179.76,-0.33,114.55,178.95,5.75,106.96,,,,11.80,4.21,
RED,1102306,,5011,-1.45,-0.34,102.75,102.75,,,0.00,,-164.705,-134.428,34.744,179.76,-0.33,114.56,178.95,5.75,106.96,,,,11.81,4.21,
RED,1102481,,5012,-1.44,-0.31,102.75,102.75,,,0.00,,-149.711,-158.418,4.756,179.76,-0.33,114.57,178.95,5.76,106.96,,,,11.82,4.21,
RED,1102662,2026-02-11T10:47:02Z,5013,-1.47,-0.35,102.76,102.76,28.867701,-13.833221,0.00,,-152.710,-122.433,19.750,179.75,-0.34,114.58,178.95,5.76,106.96,,,,11.81,4.20,
RED,1102851,,5014,-1.46,-0.33,102.76,102.76,,,0.00,,-158.708,-116.435,22.748,179.75,-0.32,114.60,178.95,5.76,106.96,,,,11.84,4.20,
RED,1103022,,5015,-1.45,-0.31,102.76,102.76,,,0.00,,-131.719,-152.420,13.752,179.75,-0.33,114.61,178.96,5.76,106.96,,,,11.85,4.20,
RED,1103208,,5016,-1.43,-0.30,102.76,102.76,,,0.00,,-173.701,-125.431,55.735,179.75,-0.32,114.61,178.96,5.76,106.96,,,,11.85,4.20,
RED,1103377,,5017,-1.43,-0.32,102.76,102.76,,,0.00,,-152.710,-161.417,7.755,179.76,-0.32,114.62,178.96,5.76,106.96,,,,11.86,4.20,
RED,1103550,,5018,-1.45,-0.33,102.76,102.76,,,0.00,,-149.711,-164.416,-4.241,179.76,-0.32,114.63,178.97,5.76,106.96,,,,11.87,4.20,
RED,1103740,2026-02-11T10:47:03Z,5019,-1.48,-0.34,102.75,102.75,28.867701,-13.833221,0.00,,-176.700,-149.422,13.752,179.76,-0.32,114.64,178.97,5.76,106.96,,,,11.89,4.21,
RED,1103913,,5020,-1.47,-0.33,102.72,102.72,,,0.00,,-164.705,-149.422,46.739,179.77,-0.31,114.65,178.97,5.76,106.96,,,,11.93,4.24,
RED,1104099,,5021,-1.50,-0.34,102.72,102.72,,,0.00,,-170.703,-149.422,31.745,179.78,-0.31,114.66,178.96,5.76,106.96,,,,11.94,4.24,
RED,1104273,,5022,-1.48,-0.34,102.70,102.70,,,0.00,,-161.706,-134.428,43.740,179.78,-0.31,114.66,178.96,5.76,106.96,,,,11.96,4.26,
RED,1104443,,5023,-1.50,-0.35,102.69,102.69,,,0.00,,-152.710,-125.431,49.737,179.78,-0.32,114.66,178.96,5.75,106.96,,,,11.97,4.27,
RED,1104620,2026-02-11T10:47:04Z,5024,-1.50,-0.31,102.68,102.68,28.867701,-13.833221,0.00,,-155.709,-137.427,64.731,179.78,-0.32,114.68,178.97,5.76,106.96,,,,12.00,4.28,
RED,1104800,,5025,-1.46,-0.32,102.67,102.67,,,0.00,,-152.710,-119.434,70.729,179.78,-0.32,114.68,178.96,5.75,106.96,,,,12.01,4.29,
RED,1104971,,5026,-1.43,-0.34,102.66,102.66,,,0.00,,-152.710,-167.414,-7.239,179.78,-0.33,114.69,178.96,5.75,106.96,,,,12.03,4.30,
RED,1105150,,5027,-1.42,-0.31,102.65,102.65,,,0.00,,-164.705,-140.425,40.741,179.78,-0.33,114.70,178.96,5.74,106.96,,,,12.05,4.31,
RED,1105323,,5028,-1.44,-0.35,102.63,102.63,,,0.00,,-158.708,-149.422,7.755,179.76,-0.33,114.72,178.96,5.74,106.96,,,,12.08,4.33,
RED,1105494,,5029,-1.49,-0.33,102.62,102.62,,,0.00,,-128.720,-116.435,46.739,179.76,-0.33,114.72,178.96,5.75,106.96,,,,12.10,4.34,
RED,1105678,2026-02-11T10:47:05Z,5030,-1.47,-0.35,102.61,102.61,28.867701,-13.833221,0.00,,-164.705,-152.420,19.750,179.75,-0.33,114.73,178.96,5.75,106.96,,,,12.12,4.35,
RED,1105857,,5031,-1.51,-0.33,102.60,102.60,,,0.00,,-149.711,-155.419,22.748,179.75,-0.33,114.74,178.96,5.76,106.96,,,,12.14,4.36,
RED,1106042,,5032,-1.53,-0.32,102.58,102.58,,,0.00,,-143.714,-101.441,19.750,179.76,-0.33,114.75,178.96,5.75,106.96,,,,12.16,4.38,
RED,1106214,,5033,-1.48,-0.32,102.57,102.57,,,0.00,,-155.709,-152.420,19.750,179.76,-0.33,114.75,178.95,5.74,106.96,,,,12.18,4.39,
RED,1106389,,5034,-1.45,-0.30,102.57,102.57,,,0.00,,-164.705,-119.434,73.728,179.76,-0.33,114.75,178.95,5.74,106.96,,,,12.18,4.39,
RED,1106558,,5035,-1.45,-0.31,102.57,102.57,,,0.00,,-134.717,-140.425,16.751,179.76,-0.33,114.74,178.96,5.75,106.96,,,,12.17,4.39,
RED,1106747,2026-02-11T10:47:06Z,5036,-1.48,-0.27,102.57,102.57,28.867701,-13.833221,0.00,,-167.704,-134.428,22.748,179.75,-0.33,114.74,178.96,5.75,106.96,,,,12.17,4.39,
RED,1106924,,5037,-1.51,-0.29,102.58,102.58,,,0.00,,-158.708,-164.416,-16.236,179.76,-0.33,114.73,178.96,5.75,106.96,,,,12.15,4.38,
RED,1107099,,5038,-1.50,-0.33,102.58,102.58,,,0.00,,-137.716,-110.438,40.741,179.75,-0.33,114.71,178.96,5.75,106.96,,,,12.14,4.38,
RED,1107274,,5039,-1.47,-0.36,102.59,102.59,,,0.00,,-152.710,-131.429,31.745,179.76,-0.32,114.70,178.96,5.75,106.96,,,,12.11,4.37,
RED,1107444,,5040,-1.48,-0.37,102.60,102.60,,,0.00,,-152.710,-125.431,13.752,179.74,-0.32,114.69,178.95,5.74,106.96,,,,12.09,4.36,
RED,1107638,2026-02-11T10:47:07Z,5041,-1.47,-0.35,102.62,102.62,28.867701,-13.833221,0.00,,-158.708,-107.439,28.746,179.74,-0.32,114.68,178.95,5.74,106.96,,,,12.06,4.34,
RED,1107812,,5042,-1.47,-0.33,102.63,102.63,,,0.00,,-128.720,-146.423,-1.242,179.75,-0.32,114.66,178.95,5.74,106.96,,,,12.04,4.33,
RED,1107999,,5043,-1.50,-0.34,102.64,102.64,,,0.00,,-152.710,-80.450,40.741,179.74,-0.32,114.66,178.95,5.74,106.96,,,,12.02,4.32,
RED,1108172,,5044,-1.51,-0.34,102.66,102.66,,,0.00,,-146.712,-140.425,22.748,179.75,-0.32,114.66,178.96,5.75,106.96,,,,12.00,4.30,
RED,1108345,,5045,-1.48,-0.34,102.68,102.68,,,0.00,,-152.710,-140.425,58.734,179.75,-0.32,114.65,178.95,5.75,106.96,,,,11.97,4.28,
RED,1108513,,5046,-1.47,-0.35,102.69,102.69,,,0.00,,-173.701,-173.412,19.750,179.76,-0.32,114.65,178.95,5.75,106.96,,,,11.96,4.27,
RED,1108699,2026-02-11T10:47:08Z,5047,-1.49,-0.35,102.70,102.70,28.867701,-13.833221,0.00,,-143.714,-137.427,28.746,179.76,-0.32,114.66,178.95,5.75,106.96,,,,11.96,4.26,
RED,1108877,,5048,-1.52,-0.33,102.71,102.71,,,0.00,,-146.712,-167.414,31.745,179.77,-0.32,114.66,178.94,5.76,106.96,,,,11.95,4.25,
RED,1109049,,5049,-1.48,-0.34,102.72,102.72,,,0.00,,-158.708,-125.431,37.742,179.77,-0.31,114.66,178.95,5.76,106.96,,,,11.94,4.24,
RED,1109234,,5050,-1.46,-0.38,102.72,102.72,,,0.00,,-146.712,-134.428,22.748,179.77,-0.31,114.66,178.95,5.75,106.95,,,,11.94,4.23,
RED,1109408,,5051,-1.43,-0.36,102.73,102.73,,,0.00,,-164.705,-104.440,61.733,179.77,-0.32,114.68,178.95,5.74,106.96,,,,11.95,4.23,
RED,1109585,,5052,-1.45,-0.36,102.73,102.73,,,0.00,,-146.712,-113.436,31.745,179.77,-0.32,114.68,178.95,5.75,106.96,,,,11.95,4.23,
RED,1109763,2026-02-11T10:47:09Z,5053,-1.45,-0.38,102.75,102.75,28.867701,-13.833221,0.00,,-146.712,-149.422,19.750,179.76,-0.32,114.69,178.95,5.76,106.96,,,,11.94,4.21,
RED,1109947,,5054,-1.46,-0.34,102.76,102.76,,,0.00,,-146.712,-182.408,82.724,179.76,-0.33,114.69,178.97,5.77,106.96,,,,11.93,4.20,
RED,1110118,,5055,-1.43,-0.31,102.77,102.77,,,0.00,,-161.706,-158.418,1.757,179.77,-0.32,114.70,178.97,5.77,106.96,,,,11.92,4.19,
RED,1110294,,5056,-1.44,-0.32,102.78,102.78,,,0.00,,-146.712,-137.427,58.734,179.76,-0.33,114.70,178.98,5.77,106.96,,,,11.92,4.18,
RED,1110467,,5057,-1.49,-0.28,102.78,102.78,,,0.00,,-137.716,-155.419,-7.239,179.76,-0.33,114.71,178.98,5.77,106.96,,,,11.92,4.18,
RED,1110648,2026-02-11T10:47:10Z,5058,-1.50,-0.28,102.79,102.79,28.867701,-13.833221,0.00,,-146.712,-140.425,22.748,179.76,-0.33,114.72,178.99,5.78,106.96,,,,11.93,4.17,
RED,1110836,,5059,-1.51,-0.31,102.79,102.79,,,0.00,,-167.704,-116.435,103.716,179.76,-0.33,114.74,178.99,5.78,106.96,,,,11.94,4.17,
RED,1111010,,5060,-1.52,-0.32,102.80,102.80,,,0.00,,-128.720,-131.429,61.733,179.76,-0.33,114.75,178.98,5.78,106.96,,,,11.95,4.16,
RED,1111204,,5061,-1.48,-0.30,102.81,102.81,,,0.00,,-152.710,-128.430,64.731,179.75,-0.32,114.76,178.98,5.77,106.96,,,,11.95,4.15,
RED,1111374,,5062,-1.47,-0.32,102.82,102.82,,,0.00,,-161.706,-140.425,46.739,179.75,-0.32,114.76,178.97,5.77,106.97,,,,11.94,4.15,
RED,1111547,,5063,-1.47,-0.32,102.82,102.82,,,0.00,,-158.708,-134.428,58.734,179.75,-0.32,114.77,178.97,5.76,106.97,,,,11.95,4.15,
RED,1111730,2026-02-11T10:47:11Z,5064,-1.48,-0.31,102.83,102.83,28.867701,-13.833221,0.00,,-164.705,-161.417,16.751,179.74,-0.32,114.78,178.95,5.75,106.97,,,,11.95,4.14,
RED,1111902,,5065,-1.46,-0.29,102.83,102.83,,,0.00,,-161.706,-152.420,34.744,179.74,-0.31,114.77,178.95,5.75,106.97,,,,11.95,4.14,
RED,1112081,,5066,-1.47,-0.29,102.82,102.82,,,0.00,,-161.706,-131.429,16.751,179.74,-0.32,114.78,178.95,5.74,106.97,,,,11.96,4.15,
RED,1112252,,5067,-1.46,-0.31,102.81,102.81,,,0.00,,-158.708,-119.434,-1.242,179.74,-0.31,114.78,178.95,5.73,106.97,,,,11.97,4.16,
RED,1112427,,5068,-1.50,-0.34,102.80,102.80,,,0.00,,-149.711,-101.441,31.745,179.75,-0.32,114.78,178.95,5.73,106.97,,,,11.98,4.17,
RED,1112607,2026-02-11T10:47:12Z,5069,-1.51,-0.38,102.79,102.79,28.867701,-13.833221,0.00,,-134.717,-131.429,19.750,179.74,-0.31,114.79,178.95,5.73,106.97,,,,12.00,4.18,
RED,1112794,,5070,-1.49,-0.41,102.78,102.78,,,0.00,,-149.711,-119.434,40.741,179.74,-0.31,114.79,178.95,5.73,106.97,,,,12.01,4.19,
RED,1112973,,5071,-1.51,-0.42,102.77,102.77,,,0.00,,-167.704,-155.419,22.748,179.75,-0.31,114.79,178.95,5.73,106.97,,,,12.02,4.20,
RED,1113150,,5072,-1.51,-0.39,102.77,102.77,,,0.00,,-146.712,-122.433,22.748,179.75,-0.32,114.80,178.94,5.73,106.97,,,,12.03,4.20,
RED,1113322,,5073,-1.52,-0.38,102.76,102.76,,,0.00,,-155.709,-167.414,28.746,179.75,-0.31,114.80,178.93,5.74,106.97,,,,12.04,4.21,
RED,1113493,,5074,-1.49,-0.34,102.75,102.75,,,0.00,,-173.701,-137.427,37.742,179.75,-0.32,114.80,178.93,5.75,106.97,,,,12.05,4.22,
RED,1113677,2026-02-11T10:47:13Z,5075,-1.50,-0.29,102.74,102.74,28.867701,-13.833221,0.00,,-155.709,-149.422,46.739,179.76,-0.32,114.79,178.93,5.75,106.97,,,,12.05,4.23,
RED,1113850,,5076,-1.48,-0.26,102.74,102.74,,,0.00,,-176.700,-113.436,52.736,179.77,-0.32,114.77,178.93,5.75,106.97,,,,12.03,4.23,
RED,1114023,,5077,-1.47,-0.24,102.73,102.73,,,0.00,,-146.712,-143.424,43.740,179.77,-0.32,114.76,178.91,5.76,106.96,,,,12.03,4.24,
RED,1114206,,5078,-1.45,-0.23,102.72,102.72,,,0.00,,-179.699,-140.425,43.740,179.77,-0.33,114.74,178.92,5.76,106.95,,,,12.03,4.23,
RED,1114378,,5079,-1.45,-0.24,102.71,102.71,,,0.00,,-137.716,-107.439,34.744,179.77,-0.33,114.73,178.93,5.75,106.95,,,,12.02,4.24,
RED,1114548,,5080,-1.44,-0.25,102.70,102.70,,,0.00,,-146.712,-152.420,16.751,179.77,-0.33,114.72,178.93,5.75,106.95,,,,12.03,4.25,
RED,1114741,2026-02-11T10:47:14Z,5081,-1.45,-0.29,102.69,102.69,28.867701,-13.833221,0.00,,-137.716,-128.430,28.746,179.78,-0.33,114.71,178.93,5.74,106.95,,,,12.02,4.26,
RED,1114914,,5082,-1.40,-0.34,102.70,102.70,,,0.00,,-155.709,-152.420,-19.234,179.79,-0.33,114.69,178.93,5.74,106.95,,,,11.99,4.25,
RED,1115091,,5083,-1.43,-0.29,102.69,102.69,,,0.00,,-134.717,-140.425,73.728,179.79,-0.33,114.68,178.94,5.74,106.96,,,,11.99,4.26,
RED,1115268,,5084,-1.44,-0.33,102.69,102.69,,,0.00,,-158.708,-134.428,34.744,179.79,-0.33,114.67,178.96,5.76,106.96,,,,11.99,4.27,
RED,1115437,,5085,-1.44,-0.34,102.69,102.69,,,0.00,,-140.715,-155.419,4.756,179.80,-0.33,114.66,178.96,5.76,106.96,,,,11.97,4.27,
RED,1115622,2026-02-11T10:47:15Z,5086,-1.46,-0.33,102.68,102.68,28.867701,-13.833221,0.00,,-164.705,-188.406,25.747,179.80,-0.33,114.66,178.97,5.76,106.96,,,,11.98,4.28,
RED,1115795,,5087,-1.46,-0.36,102.67,102.67,,,0.00,,-173.701,-152.420,46.739,179.80,-0.33,114.66,178.98,5.77,106.96,,,,11.99,4.29,
RED,1115980,,5088,-1.52,-0.36,102.67,102.67,,,0.00,,-140.715,-131.429,52.736,179.79,-0.33,114.65,178.98,5.77,106.96,,,,11.99,4.29,
RED,1116150,,5089,-1.52,-0.38,102.66,102.66,,,0.00,,-161.706,-137.427,13.752,179.78,-0.34,114.65,178.98,5.78,106.96,,,,11.99,4.30,
RED,1116326,,5090,-1.56,-0.41,102.64,102.64,,,0.00,,-134.717,-131.429,22.748,179.77,-0.34,114.65,178.98,5.78,106.96,,,,12.01,4.32,
RED,1116503,,5091,-1.53,-0.36,102.64,102.64,,,0.00,,-152.710,-173.412,16.751,179.76,-0.34,114.65,178.99,5.79,106.96,,,,12.01,4.32,
RED,1116688,2026-02-11T10:47:16Z,5092,-1.53,-0.33,102.64,102.64,28.867701,-13.833221,0.00,,-143.714,-110.438,55.735,179.76,-0.34,114.65,178.99,5.79,106.96,,,,12.01,4.32,
RED,1116867,,5093,-1.51,-0.32,102.64,102.64,,,0.00,,-152.710,-137.427,13.752,179.76,-0.35,114.64,178.99,5.80,106.96,,,,12.00,4.32,
RED,1117041,,5094,-1.48,-0.34,102.64,102.64,,,0.00,,-158.708,-134.428,7.755,179.76,-0.34,114.64,178.99,5.80,106.96,,,,12.00,4.32,
RED,1117224,,5095,-1.45,-0.33,102.64,102.64,,,0.00,,-176.700,-143.424,10.753,179.76,-0.34,114.62,179.00,5.80,106.96,,,,11.98,4.32,
RED,1117391,,5096,-1.46,-0.30,102.66,102.66,,,0.00,,-134.717,-143.424,28.746,179.75,-0.34,114.62,179.00,5.81,106.96,,,,11.96,4.30,
RED,1117568,,5097,-1.47,-0.31,102.66,102.66,,,0.00,,-155.709,-122.433,94.719,179.76,-0.33,114.61,179.00,5.81,106.96,,,,11.95,4.30,
RED,1117747,2026-02-11T10:47:17Z,5098,-1.51,-0.27,102.67,102.67,28.867701,-13.833221,0.00,,-143.714,-149.422,-7.239,179.76,-0.33,114.61,178.99,5.81,106.95,,,,11.94,4.29,
RED,1117932,,5099,-1.50,-0.34,102.67,102.67,,,0.00,,-164.705,-116.435,4.756,179.75,-0.33,114.60,178.99,5.80,106.95,,,,11.93,4.28,
RED,1118104,,5100,-1.49,-0.31,102.67,102.67,,,0.00,,-167.704,-176.411,4.756,179.76,-0.33,114.60,178.98,5.79,106.95,,,,11.93,4.28,
RED,1118287,,5101,-1.48,-0.31,102.67,102.67,,,0.00,,-167.704,-122.433,49.737,179.76,-0.33,114.60,178.98,5.79,106.95,,,,11.93,4.28,
RED,1118458,,5102,-1.50,-0.31,102.66,102.66,,,0.00,,-146.712,-176.411,25.747,179.76,-0.33,114.60,178.97,5.79,106.95,,,,11.94,4.29,
RED,1118636,2026-02-11T10:47:18Z,5103,-1.50,-0.32,102.63,102.63,28.867701,-13.833221,0.00,,-149.711,-113.436,46.739,179.76,-0.33,114.57,178.97,5.79,106.95,,,,11.95,4.32,
RED,1118810,,5104,-1.47,-0.33,102.63,102.63,,,0.00,,-173.701,-134.428,4.756,179.76,-0.33,114.57,178.96,5.78,106.95,,,,11.94,4.32,
RED,1118981,,5105,-1.46,-0.34,102.62,102.62,,,0.00,,-167.704,-134.428,19.750,179.77,-0.33,114.56,178.95,5.77,106.95,,,,11.95,4.33,
RED,1119154,,5106,-1.46,-0.34,102.61,102.61,,,0.00,,-143.714,-119.434,25.747,179.78,-0.34,114.55,178.94,5.77,106.95,,,,11.94,4.34,
RED,1119327,,5107,-1.45,-0.34,102.60,102.60,,,0.00,,-176.700,-119.434,52.736,179.78,-0.33,114.55,178.94,5.77,106.95,,,,11.95,4.35,
RED,1119496,,5108,-1.45,-0.35,102.60,102.60,,,0.00,,-152.710,-164.416,28.746,179.78,-0.32,114.55,178.94,5.77,106.95,,,,11.95,4.35,
RED,1119677,2026-02-11T10:47:19Z,5109,-1.43,-0.36,102.59,102.59,28.867701,-13.833221,0.00,,-164.705,-113.436,22.748,179.79,-0.33,114.56,178.95,5.77,106.95,,,,11.97,4.36,
RED,1119850,,5110,-1.44,-0.38,102.59,102.59,,,0.00,,-188.695,-125.431,31.745,179.79,-0.34,114.57,178.95,5.77,106.95,,,,11.98,4.36,
RED,1120030,,5111,-1.46,-0.36,102.59,102.59,,,0.00,,-134.717,-149.422,-1.242,179.80,-0.34,114.57,178.95,5.77,106.95,,,,11.98,4.36,
RED,1120205,,5112,-1.48,-0.34,102.60,102.60,,,0.00,,-158.708,-125.431,79.725,179.80,-0.34,114.59,178.95,5.77,106.95,,,,11.98,4.35,
RED,1120375,,5113,-1.46,-0.32,102.60,102.60,,,0.00,,-176.700,-68.455,94.719,179.80,-0.33,114.60,178.94,5.77,106.96,,,,12.00,4.35,
RED,1120545,,5114,-1.45,-0.35,102.61,102.61,,,0.00,,-152.710,-137.427,34.744,179.79,-0.33,114.60,178.94,5.76,106.96,,,,11.99,4.35,
RED,1120723,2026-02-11T10:47:20Z,5115,-1.46,-0.34,102.61,102.61,28.867701,-13.833221,0.00,,-167.704,-149.422,22.748,179.80,-0.33,114.58,178.94,5.77,106.94,,,,11.99,4.34,
RED,1122374,,5116,-1.40,-0.39,102.61,102.61,,,0.00,,-155.709,-155.419,40.741,179.78,-0.34,114.53,178.94,5.76,106.94,,,,11.92,4.33,
RED,1122554,2026-02-11T10:47:21Z,5117,-1.47,-0.41,102.60,102.60,28.867701,-13.833221,0.00,,-134.717,-137.427,25.747,179.78,-0.34,114.53,178.93,5.75,106.94,,,,11.93,4.34,
RED,1122739,2026-02-11T10:47:22Z,5118,-1.45,-0.41,102.60,102.60,28.867701,-13.833221,0.00,,-137.716,-164.416,19.750,179.77,-0.35,114.53,178.94,5.76,106.94,,,,11.93,4.34,
RED,1122917,,5119,-1.44,-0.35,102.59,102.59,,,0.00,,-182.698,-170.413,31.745,179.78,-0.35,114.53,178.94,5.76,106.94,,,,11.94,4.35,
RED,1123097,,5120,-1.46,-0.33,102.59,102.59,,,0.00,,-170.703,-152.420,25.747,179.78,-0.35,114.55,178.94,5.76,106.94,,,,11.96,4.35,
RED,1123282,,5121,-1.49,-0.28,102.58,102.58,,,0.00,,-164.705,-125.431,16.751,179.78,-0.35,114.56,178.93,5.75,106.94,,,,11.98,4.36,
RED,1123451,,5122,-1.49,-0.32,102.57,102.57,,,0.00,,-140.715,-131.429,49.737,179.78,-0.34,114.56,178.94,5.75,106.94,,,,11.99,4.37,
RED,1123632,2026-02-11T10:47:23Z,5123,-1.48,-0.30,102.56,102.56,28.867701,-13.833221,0.00,,-134.717,-149.422,37.742,179.78,-0.34,114.55,178.94,5.74,106.94,,,,11.99,4.38,
RED,1123817,,5124,-1.48,-0.31,102.54,102.54,,,0.00,,-149.711,-149.422,31.745,179.78,-0.34,114.55,178.93,5.74,106.94,,,,12.01,4.40,
RED,1123995,,5125,-1.48,-0.31,102.53,102.53,,,0.00,,-167.704,-131.429,19.750,179.77,-0.33,114.55,178.93,5.75,106.94,,,,12.02,4.41,
RED,1124173,,5126,-1.52,-0.32,102.52,102.52,,,0.00,,-170.703,-143.424,25.747,179.78,-0.33,114.56,178.93,5.74,106.94,,,,12.04,4.42,
